loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label
segregacja,aiglette,sɛɡrɛɡat͡sja,ɛɡlɛt,segregation,aiglette,0.6666666666666666,0.6,0.4666666666666667,0.525,3.825,0.5166666666666666,8,Latin,Latin,hard_negative
segregować,agressivité,sɛɡrɛɡɔvat͡ɕ,aɡʀɛsivite,segregate,aggressiveness,0.6666666666666666,0.4,0.275,0.3041666666666666,2.5,0.2875,9,Latin,Latin,hard_negative
sekator,sectateur,sɛkatɔr,sɛktatœʀ,secateurs,follower,0.375,0.125,0.140625,0.1614583333333333,1.203125,0.1510416666666666,4,Latin,Latin,hard_negative
sekretariat,sextilliard,sɛkrɛtarjat,sɛkstijjaʀ,secretariat,sextilliard,0.4545454545454545,0.2727272727272727,0.1515151515151515,0.1818181818181818,1.8863636363636365,0.1609848484848485,8,Latin,Latin,hard_negative
sekretarz,nectar,sɛkrɛtaʂ,nɛktaʀ,secretary,nectar,0.5,0.5,0.2630208333333333,0.3020833333333333,2.734375,0.296875,5,Latin,Latin,hard_negative
sekularyzacja,acclimatation,sɛkularɨzat͡sja,akklimatasjɔ̃,secularization,acclimatization,0.6666666666666666,0.3076923076923077,0.1682692307692307,0.1858974358974359,2.1346153846153846,0.1746794871794871,12,Latin,Latin,hard_negative
seledyn,cellule,sɛlɛdɨn,sɛlyl,chocolate,cells,0.5714285714285714,0.4285714285714285,0.2946428571428571,0.3214285714285714,2.571428571428572,0.3214285714285714,5,Latin,Latin,hard_negative
selekcja,Laëtitia,sɛlɛkt͡sja,lätisja,selection,Laetitia,0.5,0.625,0.1796875,0.1927083333333333,2.09375,0.1927083333333333,7,Latin,Latin,hard_negative
selekcjoner,collection,sɛlɛkt͡sjɔnɛr,kɔlɛksjɔ̃,selector,collection,0.5384615384615384,0.4545454545454545,0.2803030303030303,0.3143939393939394,2.534090909090909,0.3125,8,Latin,Latin,hard_negative
selektor,colectomie,sɛlɛktɔr,kɔlɛktɔmi,selector,colectomy,0.4444444444444444,0.3333333333333333,0.1643518518518518,0.1898148148148148,1.6666666666666667,0.1759259259259259,6,Latin,Latin,hard_negative
semantyka,shamanique,sɛmantɨka,samanik,semantics,shamanique,0.4444444444444444,0.2222222222222222,0.2152777777777778,0.2361111111111111,1.75,0.2361111111111111,6,Latin,Latin,hard_negative
semiotyka,symbiotique,sɛmjɔtɨka,sɛ̃bjɔtik,semiotics,symbiotic,0.4444444444444444,0.2222222222222222,0.1180555555555555,0.1296296296296296,1.1944444444444444,0.1296296296296296,6,Latin,Latin,hard_negative
sentencja,syntonisation,sɛntɛnt͡sja,sɛ̃tɔnizasjɔ̃,sentence,syntonisation,0.5384615384615384,0.4545454545454545,0.2348484848484848,0.2537878787878788,2.590909090909091,0.2537878787878788,8,Latin,Latin,hard_negative
sentyment,cynthien,sɛntɨmɛnt,sɛ̃tjɛ̃,sentiment,cynthien,0.5555555555555556,0.5555555555555556,0.4282407407407407,0.4722222222222222,3.6527777777777777,0.4675925925925926,5,Latin,Latin,hard_negative
serenada,espada,sɛrɛnada,ɛspada,serenaded,espada,0.5,0.5,0.2760416666666666,0.3125,2.703125,0.2994791666666667,4,Latin,Latin,hard_negative
seria,russelia,sɛrja,ʀysɛlja,he would be,russelia,0.4285714285714285,0.2857142857142857,0.2708333333333333,0.3154761904761905,2.2857142857142856,0.3035714285714285,4,Latin,Latin,hard_negative
serwetka,civettone,sɛrvɛtka,sivɛtɔn,napkin,flirtatious,0.5,0.375,0.1953125,0.2291666666666666,2.953125,0.2161458333333333,8,Latin,Latin,hard_negative
serwis,asservir,sɛrvis,asɛʀviʀ,service,enslave,0.4285714285714285,0.2857142857142857,0.1875,0.2202380952380952,1.8928571428571428,0.2023809523809523,4,Latin,Latin,hard_negative
sierżant,berrani,ɕɛʐ̇ant,bɛʀʀani,sergeant,Prani,0.5714285714285714,0.5714285714285714,0.244047619047619,0.2797619047619047,3.321428571428572,0.2619047619047619,4,Latin,Latin,hard_negative
skafander,Catanais,skafandɛr,katanɛ,spacesuit,Catanais,0.4444444444444444,0.4444444444444444,0.3148148148148148,0.3564814814814814,2.6666666666666665,0.3518518518518518,6,Latin,Latin,hard_negative
skalpel,carpelle,skalpɛl,kaʀpɛl,scalpel,carpelle,0.2857142857142857,0.1428571428571428,0.1607142857142857,0.1785714285714285,1.375,0.1726190476190476,5,Latin,Latin,hard_negative
skandal,kanat,skandal,kana,scandal,wing,0.4285714285714285,0.4285714285714285,0.3928571428571428,0.4285714285714285,3.107142857142857,0.4285714285714285,3,Latin,Latin,hard_negative
skandować,canoter,skandɔvat͡ɕ,kanɔtəʀ,scan,canoter,0.5454545454545454,0.4444444444444444,0.2731481481481481,0.3009259259259259,2.5972222222222223,0.2916666666666667,6,Latin,Latin,hard_negative
smoking,isocline,smɔkʲink,izɔklin,smoking,isocline,0.5,0.7142857142857143,0.2113095238095237,0.244047619047619,3.9107142857142856,0.2113095238095237,5,Latin,Latin,hard_negative
socjalizm,potentialiser,sɔt͡sjalizm,pɔtɑ̃sjalizəʀ,socialism,potentiate,0.3846153846153846,0.4166666666666667,0.2586805555555555,0.2881944444444444,2.302083333333333,0.2847222222222222,9,Latin,Latin,hard_negative
socjalny,socialisme,sɔt͡sjalnɨ,sɔsjalism,social,socialism,0.5,0.4444444444444444,0.1643518518518518,0.1805555555555555,2.208333333333333,0.1759259259259259,5,Latin,Latin,hard_negative
socjeta,sociétal,sɔt͡sjɛta,sɔsjetal,society,societal,0.4444444444444444,0.25,0.1302083333333333,0.140625,1.125,0.140625,3,Latin,Latin,hard_negative
sofa,Bassorah,sɔfa,basɔʀa,sofa,Bassorah,0.5,0.5,0.3402777777777778,0.3819444444444444,3.1041666666666665,0.375,5,Latin,Latin,hard_negative
solenizant,polarisable,sɔlɛɲizant,pɔlaʀizabl,solemnizing,polarisable,0.5,0.4,0.0770833333333333,0.0833333333333333,1.3,0.0770833333333333,7,Latin,Latin,hard_negative
solfeż,solidaire,sɔlfɛʂ,sɔlidɛʀ,solfege,solidarity,0.4285714285714285,0.4285714285714285,0.1875,0.2142857142857142,1.9107142857142856,0.2023809523809523,6,Latin,Latin,hard_negative
solidarny,solidement,sɔlidarnɨ,sɔlidəmɑ̃,solidarny,solidly,0.4444444444444444,0.2222222222222222,0.1342592592592592,0.1574074074074074,1.2638888888888888,0.1527777777777778,4,Latin,Latin,hard_negative
solidaryzować,soda-gateau,sɔlidarɨzɔvat͡ɕ,sɔda-ɡato,solidarize,baking soda,0.6,0.4615384615384615,0.3830128205128205,0.4262820512820512,3.4134615384615383,0.4246794871794871,8,Latin,Latin,hard_negative
solidny,solidaire,sɔlidnɨ,sɔlidɛʀ,reliable,solidarity,0.2857142857142857,0.2857142857142857,0.0654761904761904,0.0833333333333333,1.6607142857142858,0.0654761904761904,4,Latin,Latin,hard_negative
sonda,sana,sɔnda,sana,sonda,very,0.4,0.2,0.2166666666666666,0.2333333333333333,1.8,0.2333333333333333,2,Latin,Latin,hard_negative
sondaż,bonnasse,sɔndaʂ,bɔnas,poll,bonnasse,0.5,0.3333333333333333,0.1909722222222222,0.2083333333333333,1.6875,0.2048611111111111,5,Latin,Latin,hard_negative
sorbet,dosette,sɔrbɛt,dɔzɛt,sorbet,pod,0.5,0.3333333333333333,0.1770833333333333,0.2083333333333333,1.7708333333333333,0.2013888888888888,5,Latin,Latin,hard_negative
sort,ciste,sɔrt,sist,sort,cake,0.5,0.25,0.0833333333333333,0.1041666666666666,1.25,0.0833333333333333,4,Latin,Latin,hard_negative
sos,boss,sɔs,bɔs,sos,boss,0.3333333333333333,0.3333333333333333,0.0625,0.0694444444444444,0.7916666666666666,0.0625,2,Latin,Latin,hard_negative
sparceta,pâtissoie,spart͡sɛta,patiswa,sparceta,pastry,0.5,0.5,0.2786458333333333,0.3177083333333333,3.0,0.2890625,9,Latin,Latin,hard_negative
specjalista,spatialité,spɛt͡sjalista,spasjalite,expert,spatiality,0.3846153846153846,0.1818181818181818,0.1022727272727272,0.1098484848484848,0.9090909090909092,0.1098484848484848,5,Latin,Latin,hard_negative
specjalizować,spatialité,spɛt͡sjalizɔvat͡ɕ,spasjalite,specialize,spatiality,0.5294117647058824,0.3076923076923077,0.2323717948717948,0.2532051282051282,1.9807692307692308,0.2532051282051282,8,Latin,Latin,hard_negative
specjalny,palatial,spɛt͡sjalnɨ,palasjal,special,palatial,0.5454545454545454,0.5555555555555556,0.2824074074074074,0.3194444444444444,3.4444444444444446,0.2916666666666667,8,Latin,Latin,hard_negative
specyficzny,Perséphone,spɛt͡sɨfit͡ʂnɨ,pɛʀsefɔn,specific,Persephone,0.6428571428571429,0.5454545454545454,0.3276515151515151,0.3712121212121211,3.5568181818181817,0.3522727272727272,9,Latin,Latin,hard_negative
specyfik,supersonique,spɛt͡sɨfik,sypɛʀsɔnik,specific,supersonic,0.5,0.4,0.2270833333333333,0.2541666666666667,2.225,0.25,8,Latin,Latin,hard_negative
spektakl,spectatrice,spɛktakl,spɛktatʀiz,spectacle,spectator,0.4,0.3,0.2041666666666667,0.2291666666666666,1.9,0.2270833333333333,6,Latin,Latin,hard_negative
spektakularny,spectatrice,spɛktakularnɨ,spɛktatʀiz,spectacular,spectator,0.5384615384615384,0.3846153846153846,0.2483974358974359,0.282051282051282,2.326923076923077,0.2772435897435897,8,Latin,Latin,hard_negative
spekulacja,spectatrice,spɛkulat͡sja,spɛktatʀiz,speculation,spectator,0.5,0.4,0.175,0.2083333333333333,2.3,0.175,8,Latin,Latin,hard_negative
spirala,Épinal,spirala,epinal,spiral,Epinal,0.4285714285714285,0.4285714285714285,0.1904761904761905,0.2261904761904762,2.4285714285714284,0.2053571428571428,3,Latin,Latin,hard_negative
spirytyzm,spathacé,spirɨtɨzm,spataze,spiritism,spathacé,0.5555555555555556,0.3333333333333333,0.2430555555555555,0.2777777777777777,2.5972222222222223,0.2731481481481481,7,Latin,Latin,hard_negative
spryt,supérette,sprɨt,sypeʀɛt,flair,convenience store,0.5714285714285714,0.2857142857142857,0.2976190476190476,0.3392857142857143,2.517857142857143,0.3273809523809524,5,Latin,Latin,hard_negative
stabilizować,déstabilisateur,stabilizɔvat͡ɕ,destabilizatœʀ,stabilize,destabilizer,0.4285714285714285,0.2857142857142857,0.1860119047619047,0.2053571428571428,1.7946428571428572,0.1994047619047619,8,Latin,Latin,hard_negative
stacjonować,station essence,stat͡sjɔnɔvat͡ɕ,stasjɔn ɛsɑ̃s,stationed,station essence,0.5333333333333333,0.2727272727272727,0.0587121212121212,0.0643939393939393,0.7272727272727273,0.0587121212121212,10,Latin,Latin,hard_negative
stagnacja,euthanasier,staɡnat͡sja,œtanasjəʀ,stagnation,euthanize,0.5454545454545454,0.4444444444444444,0.2175925925925926,0.2546296296296296,2.7777777777777777,0.2175925925925926,8,Latin,Latin,hard_negative
statut,statice,statut,statiz,status,static,0.3333333333333333,0.0,0.0347222222222222,0.0347222222222222,0.4583333333333333,0.0347222222222222,3,Latin,Latin,hard_negative
statyka,svastika,statɨka,svastika,statyka,swastika,0.375,0.25,0.1458333333333333,0.1614583333333333,1.28125,0.15625,3,Latin,Latin,hard_negative
staż,stapes,staʂ,stap,internship,stapes,0.25,0.25,0.046875,0.0520833333333333,0.65625,0.046875,3,Latin,Latin,hard_negative
stereotyp,sténotype,stɛrɛɔtɨp,stenɔtip,stereotype,stone type,0.4444444444444444,0.2222222222222222,0.1273148148148148,0.1481481481481481,1.1666666666666667,0.1388888888888889,4,Latin,Latin,hard_negative
sterylny,cellule,stɛrɨlnɨ,sɛlyl,sterile,cells,0.625,0.375,0.3723958333333333,0.4166666666666666,3.09375,0.40625,7,Latin,Latin,hard_negative
stora,sofa,stɔra,sɔfa,large,sofa,0.4,0.4,0.2416666666666666,0.2833333333333333,2.35,0.2583333333333333,2,Latin,Latin,hard_negative
strategia,stratigraphie,stratɛɡʲja,stʀatiɡʀafi,strategy,stratigraphy,0.5454545454545454,0.2727272727272727,0.2045454545454545,0.231060606060606,1.8977272727272727,0.2215909090909091,6,Latin,Latin,hard_negative
strychnina,stimuline,strɨxɲina,stimylin,strychnine,stimuline,0.5555555555555556,0.5555555555555556,0.2337962962962962,0.2731481481481481,3.083333333333333,0.2453703703703703,6,Latin,Latin,hard_negative
styl,éthyle,stɨl,etil,style,ethyl,0.5,0.25,0.078125,0.09375,1.9375,0.078125,3,Latin,Latin,hard_negative
stylista,staliniste,stɨlista,stalinist,stylist,Stalin,0.4444444444444444,0.3333333333333333,0.1759259259259259,0.1944444444444444,2.4722222222222223,0.1875,4,Latin,Latin,hard_negative
stylizacja,sollicitation,stɨlizat͡sja,sɔlizitasjɔ̃,stylization,solicitation,0.5,0.3636363636363636,0.1420454545454545,0.1515151515151515,1.7272727272727273,0.1515151515151515,9,Latin,Latin,hard_negative
stylizować,stishovite,stɨlizɔvat͡ɕ,stisɔvit,stylize,the verses,0.5,0.3,0.2104166666666666,0.2291666666666666,1.75,0.2291666666666666,8,Latin,Latin,hard_negative
substytut,cepstral,supstɨtut,sɛpstʀal,substitute,cepstral,0.5555555555555556,0.3333333333333333,0.1875,0.2037037037037037,2.3194444444444446,0.1967592592592592,7,Latin,Latin,hard_negative
subwencja,subversif,subvɛnt͡sja,sybvɛʀsif,subsidy,subversive,0.5454545454545454,0.4444444444444444,0.0856481481481481,0.1018518518518518,1.7222222222222223,0.0856481481481481,5,Latin,Latin,hard_negative
subwencjonować,anational,subvɛnt͡sjɔnɔvat͡ɕ,anasjɔnal,subsidize,anational,0.6666666666666666,0.5714285714285714,0.3898809523809524,0.4226190476190476,3.580357142857143,0.4211309523809524,11,Latin,Latin,hard_negative
sufler,soufflerie,suflɛr,sufləʀi,souffler,wind tunnel,0.4285714285714285,0.1428571428571428,0.1577380952380952,0.1845238095238095,1.375,0.1726190476190476,4,Latin,Latin,hard_negative
suflet,boulette,suflɛt,bulɛt,soul,pellet,0.3333333333333333,0.3333333333333333,0.1840277777777777,0.2013888888888888,1.6041666666666667,0.1979166666666666,5,Latin,Latin,hard_negative
sugerować,bellovaque,suɡɛrɔvat͡ɕ,bɛlɔvak,suggest,war,0.6363636363636364,0.3333333333333333,0.25,0.2824074074074074,2.180555555555556,0.2708333333333333,9,Latin,Latin,hard_negative
sugestia,soustrait,suɡɛstja,sustʀɛ,suggestion,subtracted,0.5,0.25,0.2526041666666667,0.28125,2.3125,0.2786458333333333,6,Latin,Latin,hard_negative
suita,Soula,sujta,sula,suite,Soula,0.4,0.2,0.2125,0.2333333333333333,2.2,0.2333333333333333,4,Latin,Latin,hard_negative
sukcesywny,successrice,sukt͡sɛsɨvnɨ,syksɛsʀiz,successive,successrice,0.5833333333333334,0.5,0.1604166666666666,0.1833333333333333,2.5375,0.1708333333333333,6,Latin,Latin,hard_negative
superpozycja,despotisme,supɛrpɔzɨt͡sja,dɛspɔtism,superposition,despotism,0.6428571428571429,0.5,0.2829861111111111,0.3159722222222222,2.875,0.3090277777777777,9,Latin,Latin,hard_negative
supremacja,pâtissoie,suprɛmat͡sja,patiswa,supremacy,pastry,0.5833333333333334,0.5,0.325,0.3625,3.0375,0.3604166666666667,10,Latin,Latin,hard_negative
surdut,soudard,surdut,sudaʀ,surdut,soudard,0.5,0.3333333333333333,0.2222222222222222,0.2569444444444444,2.4791666666666665,0.25,5,Latin,Latin,hard_negative
surykatka,sébacate,surɨkatka,sebakat,meerkat,sebacate,0.5555555555555556,0.3333333333333333,0.2615740740740741,0.2962962962962963,2.5694444444444446,0.2847222222222222,6,Latin,Latin,hard_negative
sutanna,sana,sutanna,sana,Stan Ah,very,0.4285714285714285,0.4285714285714285,0.3898809523809524,0.4285714285714285,3.107142857142857,0.4285714285714285,3,Latin,Latin,hard_negative
sutener,saturnien,sutɛnɛr,satyʀnjɛ̃,Discard value r,saturnia,0.5555555555555556,0.375,0.2109375,0.25,2.609375,0.2265625,5,Latin,Latin,hard_negative
suterena,sternal,sutɛrɛna,stɛʀnal,basement,sternal,0.5,0.375,0.2395833333333333,0.2864583333333333,2.953125,0.2526041666666667,3,Latin,Latin,hard_negative
suteryna,sternal,sutɛrɨna,stɛʀnal,suteryna,sternal,0.5,0.375,0.25,0.296875,2.953125,0.2630208333333333,3,Latin,Latin,hard_negative
suweren,civettone,suvɛrɛn,sivɛtɔn,sovereign,flirtatious,0.4285714285714285,0.1428571428571428,0.0595238095238095,0.0714285714285714,0.9642857142857144,0.0595238095238095,7,Latin,Latin,hard_negative
suzeren,Socinien,suzɛrɛn,sɔzɛ̃jɛ̃,suzerain,Socinia,0.5,0.1428571428571428,0.1934523809523809,0.2202380952380952,1.9464285714285716,0.2053571428571428,6,Latin,Latin,hard_negative
sybarytyzm,Sabaté,sɨbarɨtɨzm,sabate,sybaritism,Saturday,0.6,0.4,0.375,0.4208333333333334,3.15,0.4208333333333334,7,Latin,Latin,hard_negative
syfilis,céphalique,sɨfilis,sefalik,syphilis,cephalic,0.4285714285714285,0.1428571428571428,0.056547619047619,0.0595238095238095,0.7321428571428571,0.056547619047619,8,Latin,Latin,hard_negative
syfon,Perséphone,sɨfɔn,pɛʀsefɔn,siphon,Persephone,0.5,0.375,0.34375,0.3854166666666667,2.84375,0.3854166666666667,7,Latin,Latin,hard_negative
sygmatyzm,apragmatisme,sɨɡmatɨzm,apʀaɡmatism,sigmatism,apragmatism,0.5454545454545454,0.2727272727272727,0.1931818181818181,0.2159090909090909,1.7159090909090908,0.2140151515151514,7,Latin,Latin,hard_negative
sygnalizacja,spiralisation,sɨɡnalizat͡sja,spiʀalizasjɔ̃,signaling,spiralisation,0.5,0.3333333333333333,0.0972222222222222,0.1076388888888888,1.84375,0.0972222222222222,8,Latin,Latin,hard_negative
sylf,selfie,sɨlf,sɛlfi,sylf,selfie,0.4,0.2,0.2041666666666667,0.225,1.7,0.225,3,Latin,Latin,hard_negative
sylwetka,civettone,sɨlvɛtka,sivɛtɔn,silhouette,flirtatious,0.5,0.375,0.2005208333333333,0.2239583333333333,2.921875,0.2109375,8,Latin,Latin,hard_negative
symbol,chaebol,sɨmbɔl,ʃabɔl,symbol,chaebol,0.5,0.1666666666666666,0.1840277777777778,0.2013888888888888,1.5833333333333333,0.2013888888888888,4,Latin,Latin,hard_negative
symbolizm,cérébralisme,sɨmbɔlizm,seʀebʀalism,symbolism,cerebralism,0.5454545454545454,0.2727272727272727,0.2083333333333333,0.231060606060606,1.8863636363636365,0.2291666666666666,8,Latin,Latin,hard_negative
symbolizować,bellovaque,sɨmbɔlizɔvat͡ɕ,bɛlɔvak,symbolize,war,0.6428571428571429,0.4166666666666667,0.3958333333333333,0.4375,3.239583333333333,0.4357638888888889,10,Latin,Latin,hard_negative
symetria,se mettre à,sɨmɛtrja,sə mɛtʀə a,symmetry,begin,0.5,0.125,0.0520833333333333,0.0677083333333333,0.75,0.0520833333333333,6,Latin,Latin,hard_negative
sympatia,smala,sɨmpatja,smala,liking,narrow,0.5,0.375,0.3567708333333333,0.3958333333333333,3.1875,0.3958333333333333,4,Latin,Latin,hard_negative
symulacja,Laëtitia,sɨmulat͡sja,lätisja,simulation,Laetitia,0.5454545454545454,0.6666666666666666,0.2638888888888889,0.287037037037037,2.7777777777777777,0.287037037037037,8,Latin,Latin,hard_negative
syndykat,sébacate,sɨndɨkat,sebakat,syndicate,sebacate,0.5,0.25,0.1536458333333333,0.1666666666666666,1.359375,0.1640625,6,Latin,Latin,hard_negative
synekura,schneck,sɨnɛkura,sʃnɛkk,synekura,schneck,0.5,0.5,0.3020833333333333,0.3489583333333333,3.515625,0.3333333333333333,6,Latin,Latin,hard_negative
synkopa,ciné-parc,sɨnkɔpa,sine-paʀk,συκοπα,Cine Park,0.5555555555555556,0.375,0.2395833333333333,0.2604166666666667,2.9375,0.2526041666666667,6,Latin,Latin,hard_negative
synonim,snobissime,sɨnɔɲim,snɔbisim,synonym,snobissime,0.5,0.375,0.2135416666666666,0.2291666666666666,2.40625,0.2239583333333333,6,Latin,Latin,hard_negative
syntaktyka,atactique,sɨntaktɨka,ataktik,syntax,atactic,0.5,0.3,0.2895833333333333,0.3166666666666666,2.375,0.3166666666666666,8,Latin,Latin,hard_negative
syntetyczny,cénesthésique,sɨntɛtɨt͡ʂnɨ,senɛstezik,synthetic,coenesthetic,0.6666666666666666,0.4545454545454545,0.2102272727272727,0.2386363636363636,3.1818181818181817,0.2178030303030302,11,Latin,Latin,hard_negative
syntetyzować,sauce tomate,sɨntɛtɨzɔvat͡ɕ,sozə tɔmat,synthesize,sauce tomate,0.6428571428571429,0.4166666666666667,0.2708333333333333,0.2951388888888888,2.489583333333333,0.2934027777777777,9,Latin,Latin,hard_negative
syrena,quinnat,sɨrɛna,kɛna,siren,quinnat,0.5,0.5,0.3263888888888889,0.375,2.9375,0.3715277777777778,5,Latin,Latin,hard_negative
system,aastais,sɨstɛm,aastɛ,system,years,0.5,0.3333333333333333,0.2222222222222222,0.25,2.75,0.2395833333333333,5,Latin,Latin,hard_negative
systematyczny,automatophone,sɨstɛmatɨt͡ʂnɨ,otɔmatɔfɔn,systematic,automatophone,0.6428571428571429,0.3846153846153846,0.2724358974358974,0.3012820512820512,2.730769230769231,0.2932692307692307,9,Latin,Latin,hard_negative
sytuować,autolâtre,sɨtuɔvat͡ɕ,otɔlatʀ,locate,self-loathing,0.6,0.625,0.2942708333333333,0.3333333333333333,3.53125,0.3046874999999999,8,Latin,Latin,hard_negative
szakal,Pascal,ʂakal,paskal,beard,Pascal,0.3333333333333333,0.3333333333333333,0.1840277777777777,0.2013888888888888,1.6458333333333333,0.1979166666666666,4,Latin,Latin,hard_negative
szal,ale,ʂal,al,thread,but,0.3333333333333333,0.3333333333333333,0.3055555555555555,0.3333333333333333,2.4166666666666665,0.3333333333333333,3,Latin,Latin,hard_negative
szalet,ablette,ʂalɛt,ablɛt,salet,ablette,0.4,0.4,0.1208333333333333,0.1416666666666666,2.9,0.1208333333333333,5,Latin,Latin,hard_negative
szambelan,abalone,ʂambɛlan,abalɔn,szambelan,abalone,0.5,0.25,0.2578125,0.28125,2.125,0.28125,6,Latin,Latin,hard_negative
szambo,Narbonne,ʂambɔ,naʀbɔn,septic tank,Narbonne,0.5,0.5,0.2256944444444444,0.2430555555555555,2.458333333333333,0.2395833333333333,6,Latin,Latin,hard_negative
szamot,marmote,ʂamɔt,maʀmɔt,fireclay,marmote,0.3333333333333333,0.3333333333333333,0.1979166666666666,0.2222222222222222,2.1041666666666665,0.21875,4,Latin,Latin,hard_negative
